EVBDD
L 25
T 2
N 32630
R 1
S 1
; level 1
18324 0 1	18413 0 1	; 23873
18324 0 1	18414 0 1	; 23874
18324 0 1	18415 0 1	; 23875
18324 0 1	18416 0 1	; 23876
18324 0 1	18417 0 1	; 23877
17412 0 0	18321 0 1	; 23878
18317 0 0	18418 0 1	; 23879
18419 0 0	18420 0 0	; 23880
18421 0 0	18422 0 0	; 23881
18423 0 0	18424 0 0	; 23882
18425 0 1	18426 0 0	; 23883
18427 0 0	18428 0 1	; 23884
18429 0 0	18430 0 1	; 23885
18431 0 1	18432 0 1	; 23886
18430 0 1	18433 0 0	; 23887
18432 0 1	18434 0 1	; 23888
18430 0 1	18435 0 0	; 23889
18436 0 0	18437 0 1	; 23890
18438 0 1	18439 0 1	; 23891
18440 0 0	18441 0 1	; 23892
18442 0 0	18443 0 1	; 23893
18444 0 1	18445 0 1	; 23894
18430 0 1	18446 0 0	; 23895
18447 0 0	18448 0 1	; 23896
18449 0 0	18450 0 0	; 23897
18430 0 1	18451 0 0	; 23898
18425 0 1	18452 0 1	; 23899
18448 0 1	18453 0 0	; 23900
18449 0 0	18454 0 1	; 23901
18430 0 1	18455 0 0	; 23902
18456 0 0	18457 0 0	; 23903
18458 0 1	18459 0 1	; 23904
18460 0 0	18461 0 1	; 23905
18462 0 0	18463 0 1	; 23906
18464 0 0	18465 0 1	; 23907
18466 0 0	18467 0 0	; 23908
18468 0 0	18469 0 1	; 23909
18470 0 0	18471 0 1	; 23910
18468 0 0	18472 0 1	; 23911
18473 0 0	18474 0 1	; 23912
18425 0 1	18475 0 1	; 23913
18468 0 0	18476 0 1	; 23914
18477 0 0	18478 0 0	; 23915
18449 0 0	18467 0 0	; 23916
18479 0 0	18480 0 0	; 23917
18481 0 0	18482 0 0	; 23918
18445 0 1	18449 0 0	; 23919
18483 0 0	18484 0 0	; 23920
18470 0 0	18485 0 0	; 23921
18483 0 0	18486 0 0	; 23922
18470 0 0	18487 0 0	; 23923
18468 0 0	18488 0 0	; 23924
18489 0 0	18490 0 0	; 23925
18491 0 0	18492 0 0	; 23926
18432 0 1	18468 0 0	; 23927
18452 0 1	18493 0 1	; 23928
18430 0 1	18494 0 0	; 23929
18495 0 1	18496 0 1	; 23930
18430 0 1	18468 0 0	; 23931
18426 0 0	18497 0 1	; 23932
16720 0 1	18498 0 0	; 23933
18499 0 1	18500 0 1	; 23934
18424 0 0	18468 0 0	; 23935
18426 0 0	18501 0 1	; 23936
18502 0 0	18503 0 1	; 23937
18463 0 1	18504 0 1	; 23938
18426 0 0	18505 0 1	; 23939
18470 0 0	18506 0 1	; 23940
18454 0 1	18507 0 0	; 23941
18450 0 0	18508 0 0	; 23942
18483 0 0	18509 0 1	; 23943
18510 0 0	18511 0 1	; 23944
18426 0 0	18512 0 0	; 23945
18513 0 0	18514 0 1	; 23946
18439 0 1	18515 0 0	; 23947
18479 0 0	18506 0 1	; 23948
18467 0 0	18516 0 0	; 23949
18514 0 1	18517 0 0	; 23950
18439 0 1	18518 0 0	; 23951
18426 0 0	18519 0 0	; 23952
18520 0 0	18521 0 0	; 23953
18522 0 0	18523 0 0	; 23954
18524 0 1	18525 0 0	; 23955
18526 0 0	18527 0 0	; 23956
18425 0 1	18528 0 1	; 23957
18479 0 0	18529 0 1	; 23958
18449 0 0	18530 0 1	; 23959
18424 0 0	18531 0 0	; 23960
18425 0 1	18532 0 1	; 23961
18477 0 0	18533 0 1	; 23962
18449 0 0	18534 0 1	; 23963
18425 0 1	18535 0 1	; 23964
18483 0 0	18506 0 1	; 23965
18449 0 0	18536 0 0	; 23966
18449 0 0	18537 0 0	; 23967
18449 0 0	18538 0 0	; 23968
18449 0 0	18539 0 0	; 23969
18449 0 0	18540 0 0	; 23970
18449 0 0	18541 0 0	; 23971
18449 0 0	18542 0 0	; 23972
18449 0 0	18543 0 0	; 23973
18544 0 0	18545 0 1	; 23974
18546 0 0	18547 0 1	; 23975
18548 0 0	18549 0 1	; 23976
18550 0 0	18551 0 1	; 23977
18552 0 0	18553 0 1	; 23978
18554 0 0	18555 0 1	; 23979
18553 0 1	18556 0 0	; 23980
18557 0 0	18558 0 1	; 23981
18553 0 1	18559 0 0	; 23982
18558 0 1	18560 0 0	; 23983
18561 0 0	18562 0 1	; 23984
18563 0 1	18564 0 1	; 23985
18565 0 0	18566 0 1	; 23986
18567 0 0	18568 0 1	; 23987
18562 0 1	18569 0 0	; 23988
18570 0 0	18571 0 1	; 23989
18572 0 0	18573 0 1	; 23990
18562 0 1	18574 0 0	; 23991
18558 0 1	18575 0 0	; 23992
18550 0 0	18576 0 1	; 23993
18562 0 1	18577 0 0	; 23994
18563 0 1	18578 0 1	; 23995
18558 0 1	18579 0 0	; 23996
18550 0 0	18580 0 1	; 23997
18581 0 0	18582 0 1	; 23998
18583 0 0	18584 0 1	; 23999
18585 0 0	18586 0 1	; 24000
18587 0 0	18588 0 1	; 24001
18589 0 0	18590 0 1	; 24002
18551 0 1	18591 0 0	; 24003
18592 0 0	18593 0 1	; 24004
18594 0 0	18595 0 1	; 24005
18596 0 0	18597 0 1	; 24006
18587 0 0	18598 0 1	; 24007
18596 0 0	18599 0 1	; 24008
18600 0 1	18601 0 1	; 24009
18602 0 0	18603 0 1	; 24010
18600 0 1	18604 0 1	; 24011
18605 0 0	18606 0 1	; 24012
18550 0 0	18573 0 1	; 24013
18600 0 1	18607 0 1	; 24014
18608 0 0	18609 0 0	; 24015
18600 0 1	18610 0 1	; 24016
18596 0 0	18611 0 0	; 24017
18612 0 0	18613 0 1	; 24018
18614 0 0	18615 0 1	; 24019
18558 0 1	18587 0 0	; 24020
18580 0 1	18616 0 0	; 24021
18553 0 1	18587 0 0	; 24022
18551 0 1	18617 0 0	; 24023
18553 0 1	18618 0 0	; 24024
18619 0 0	18620 0 1	; 24025
18621 0 0	18622 0 1	; 24026
18623 0 0	18624 0 1	; 24027
18625 0 0	18626 0 1	; 24028
18568 0 1	18627 0 1	; 24029
18549 0 1	18587 0 0	; 24030
18551 0 1	18628 0 0	; 24031
18566 0 1	18625 0 0	; 24032
18568 0 1	18629 0 1	; 24033
18562 0 1	18600 0 1	; 24034
18564 0 1	18630 0 0	; 24035
18562 0 1	18608 0 0	; 24036
18578 0 1	18631 0 0	; 24037
18564 0 1	18632 0 0	; 24038
18587 0 0	18633 0 1	; 24039
18634 0 0	18635 0 1	; 24040
18564 0 1	18636 0 0	; 24041
18637 0 0	18638 0 1	; 24042
18568 0 1	18639 0 0	; 24043
18562 0 1	18602 0 0	; 24044
18564 0 1	18640 0 0	; 24045
18585 0 0	18638 0 1	; 24046
18568 0 1	18641 0 0	; 24047
18642 0 0	18643 0 1	; 24048
18644 0 0	18645 0 1	; 24049
18558 0 1	18596 0 0	; 24050
18550 0 0	18646 0 1	; 24051
18563 0 1	18647 0 1	; 24052
17663 0 0	18648 0 1	; 24053
18649 0 0	18650 0 1	; 24054
18651 0 0	18652 0 1	; 24055
18550 0 0	18653 0 1	; 24056
18549 0 1	18654 0 0	; 24057
18550 0 0	18655 0 1	; 24058
18550 0 0	18656 0 1	; 24059
18563 0 1	18657 0 1	; 24060
18563 0 1	18658 0 1	; 24061
18563 0 1	18659 0 1	; 24062
18563 0 1	18660 0 1	; 24063
18563 0 1	18661 0 1	; 24064
18563 0 1	18662 0 1	; 24065
18563 0 1	18663 0 1	; 24066
18550 0 0	18664 0 1	; 24067
18665 0 0	18666 0 0	; 24068
18667 0 0	18668 0 0	; 24069
18669 0 0	18670 0 0	; 24070
18671 0 0	18672 0 0	; 24071
18673 0 1	18674 0 1	; 24072
18670 0 0	18675 0 1	; 24073
18676 0 0	18677 0 1	; 24074
18670 0 0	18678 0 1	; 24075
18679 0 1	18680 0 1	; 24076
18670 0 0	18681 0 1	; 24077
18682 0 0	18683 0 1	; 24078
18684 0 1	18685 0 0	; 24079
18686 0 0	18687 0 1	; 24080
18683 0 1	18688 0 0	; 24081
18684 0 1	18689 0 1	; 24082
18670 0 0	18690 0 0	; 24083
18691 0 0	18692 0 0	; 24084
18693 0 1	18694 0 1	; 24085
18670 0 0	18695 0 0	; 24086
18696 0 0	18697 0 0	; 24087
18698 0 1	18699 0 1	; 24088
18670 0 0	18700 0 0	; 24089
18701 0 0	18702 0 1	; 24090
18703 0 0	18704 0 1	; 24091
18671 0 0	18705 0 1	; 24092
18701 0 0	18706 0 1	; 24093
18703 0 0	18707 0 1	; 24094
18708 0 0	18709 0 1	; 24095
18710 0 1	18711 0 1	; 24096
18703 0 0	18712 0 1	; 24097
18713 0 0	18714 0 1	; 24098
18715 0 0	18716 0 0	; 24099
18703 0 0	18717 0 1	; 24100
18701 0 0	18718 0 0	; 24101
18684 0 1	18711 0 1	; 24102
18719 0 0	18720 0 0	; 24103
18701 0 0	18721 0 0	; 24104
18719 0 0	18722 0 0	; 24105
18723 0 0	18724 0 0	; 24106
18684 0 1	18694 0 1	; 24107
18719 0 0	18725 0 0	; 24108
18726 0 0	18727 0 0	; 24109
18703 0 0	18728 0 0	; 24110
18729 0 0	18730 0 0	; 24111
18731 0 0	18732 0 1	; 24112
18680 0 1	18703 0 0	; 24113
18672 0 0	18733 0 1	; 24114
18734 0 0	18735 0 1	; 24115
18716 0 0	18736 0 1	; 24116
18670 0 0	18703 0 0	; 24117
18672 0 0	18737 0 1	; 24118
18738 0 0	18739 0 0	; 24119
18740 0 1	18741 0 1	; 24120
18672 0 0	18742 0 1	; 24121
18674 0 1	18703 0 0	; 24122
18705 0 1	18743 0 1	; 24123
18672 0 0	18744 0 1	; 24124
18745 0 0	18746 0 1	; 24125
18699 0 1	18747 0 0	; 24126
18687 0 1	18726 0 0	; 24127
18711 0 1	18748 0 0	; 24128
18746 0 1	18749 0 0	; 24129
18699 0 1	18750 0 0	; 24130
18672 0 0	18751 0 0	; 24131
18752 0 0	18753 0 0	; 24132
18754 0 0	18755 0 1	; 24133
18687 0 1	18719 0 0	; 24134
18711 0 1	18756 0 0	; 24135
18687 0 1	18701 0 0	; 24136
18685 0 0	18757 0 0	; 24137
18672 0 0	18758 0 0	; 24138
18726 0 0	18759 0 1	; 24139
18684 0 1	18760 0 1	; 24140
18680 0 1	18761 0 0	; 24141
18671 0 0	18762 0 1	; 24142
18763 0 0	18764 0 1	; 24143
18684 0 1	18765 0 1	; 24144
18671 0 0	18766 0 1	; 24145
18671 0 0	18767 0 1	; 24146
18683 0 1	18701 0 0	; 24147
18684 0 1	18768 0 1	; 24148
18671 0 0	18769 0 1	; 24149
18684 0 1	18770 0 0	; 24150
18684 0 1	18771 0 0	; 24151
18684 0 1	18772 0 0	; 24152
18684 0 1	18773 0 0	; 24153
18684 0 1	18774 0 0	; 24154
18684 0 1	18775 0 0	; 24155
18684 0 1	18776 0 0	; 24156
18684 0 1	18777 0 0	; 24157
18778 0 0	18779 0 1	; 24158
18780 0 0	18781 0 1	; 24159
18782 0 0	18783 0 1	; 24160
18784 0 0	18785 0 1	; 24161
18786 0 0	18787 0 1	; 24162
18783 0 1	18788 0 0	; 24163
18787 0 1	18789 0 0	; 24164
18790 0 0	18791 0 1	; 24165
18792 0 0	18793 0 1	; 24166
18794 0 0	18795 0 1	; 24167
18796 0 0	18797 0 1	; 24168
18798 0 1	18799 0 1	; 24169
18783 0 1	18800 0 0	; 24170
18784 0 0	18801 0 1	; 24171
18797 0 1	18802 0 0	; 24172
18798 0 1	18803 0 1	; 24173
18783 0 1	18804 0 0	; 24174
18784 0 0	18805 0 1	; 24175
18797 0 1	18806 0 0	; 24176
18807 0 0	18808 0 1	; 24177
18809 0 0	18810 0 1	; 24178
18811 0 0	18812 0 1	; 24179
18331 0 1	18813 0 1	; 24180
18378 0 1	18814 0 0	; 24181
18334 0 0	18815 0 1	; 24182
18816 0 0	18817 0 1	; 24183
18818 0 0	18819 0 1	; 24184
18820 0 0	18821 0 1	; 24185
18822 0 0	18823 0 1	; 24186
18824 0 0	18825 0 1	; 24187
18820 0 0	18826 0 1	; 24188
18827 0 0	18828 0 1	; 24189
18829 0 0	18830 0 1	; 24190
18831 0 0	18832 0 1	; 24191
18785 0 1	18833 0 0	; 24192
18834 0 0	18835 0 1	; 24193
17471 0 0	18836 0 1	; 24194
18837 0 1	18838 0 1	; 24195
18839 0 0	18840 0 0	; 24196
18837 0 1	18841 0 1	; 24197
18820 0 0	18842 0 1	; 24198
18837 0 1	18843 0 1	; 24199
18844 0 0	18845 0 1	; 24200
18798 0 1	18846 0 1	; 24201
18847 0 0	18848 0 1	; 24202
18849 0 0	18850 0 1	; 24203
18851 0 0	18852 0 1	; 24204
18853 0 0	18854 0 1	; 24205
18378 0 1	18855 0 0	; 24206
18815 0 1	18856 0 1	; 24207
18793 0 1	18857 0 0	; 24208
18785 0 1	18858 0 0	; 24209
18855 0 0	18859 0 1	; 24210
18815 0 1	18860 0 1	; 24211
18861 0 0	18862 0 1	; 24212
18863 0 0	18864 0 1	; 24213
18787 0 1	18865 0 0	; 24214
18866 0 0	18867 0 1	; 24215
18783 0 1	18857 0 0	; 24216
18805 0 1	18868 0 0	; 24217
18801 0 1	18869 0 0	; 24218
18797 0 1	18837 0 1	; 24219
18799 0 1	18870 0 0	; 24220
17419 0 0	18871 0 1	; 24221
18813 0 1	18872 0 0	; 24222
18797 0 1	18847 0 0	; 24223
18799 0 1	18873 0 0	; 24224
18834 0 0	18874 0 1	; 24225
18815 0 1	18875 0 0	; 24226
18799 0 1	18876 0 0	; 24227
18857 0 0	18877 0 1	; 24228
18878 0 0	18879 0 1	; 24229
18797 0 1	18839 0 0	; 24230
18803 0 1	18880 0 0	; 24231
18787 0 1	18820 0 0	; 24232
18801 0 1	18881 0 0	; 24233
18882 0 0	18883 0 1	; 24234
18884 0 0	18885 0 1	; 24235
18795 0 1	18849 0 0	; 24236
18784 0 0	18886 0 1	; 24237
17942 0 0	18887 0 1	; 24238
18888 0 0	18889 0 1	; 24239
18793 0 1	18890 0 0	; 24240
18784 0 0	18891 0 1	; 24241
18892 0 0	18893 0 1	; 24242
18894 0 0	18895 0 1	; 24243
18783 0 1	18820 0 0	; 24244
18784 0 0	18896 0 1	; 24245
18784 0 0	18897 0 1	; 24246
18798 0 1	18898 0 1	; 24247
18798 0 1	18899 0 1	; 24248
18798 0 1	18900 0 1	; 24249
18798 0 1	18901 0 1	; 24250
18798 0 1	18902 0 1	; 24251
18798 0 1	18903 0 1	; 24252
18798 0 1	18904 0 1	; 24253
18787 0 1	18857 0 0	; 24254
18784 0 0	18905 0 1	; 24255
18906 0 0	18907 0 1	; 24256
18908 0 1	18909 0 0	; 24257
17048 0 1	18910 0 0	; 24258
18911 0 1	18912 0 1	; 24259
17048 0 1	18913 0 0	; 24260
17054 0 1	18914 0 0	; 24261
17113 0 1	18915 0 0	; 24262
17074 0 1	18916 0 0	; 24263
17060 0 1	18917 0 0	; 24264
17054 0 1	18918 0 0	; 24265
17064 0 1	18919 0 0	; 24266
18920 0 1	18921 0 1	; 24267
17069 0 1	18922 0 0	; 24268
17069 0 1	18923 0 0	; 24269
18920 0 1	18924 0 1	; 24270
17054 0 1	18925 0 0	; 24271
18911 0 1	18926 0 1	; 24272
18927 0 0	18928 0 1	; 24273
18929 0 1	18930 0 1	; 24274
17058 0 1	18931 0 0	; 24275
18567 0 0	18932 0 1	; 24276
17076 0 1	18933 0 0	; 24277
18934 0 1	18935 0 1	; 24278
17054 0 1	18936 0 0	; 24279
17081 0 1	18937 0 0	; 24280
18938 0 1	18939 0 1	; 24281
17085 0 1	18940 0 0	; 24282
18911 0 1	18941 0 1	; 24283
18942 0 0	18943 0 1	; 24284
17088 0 1	18944 0 0	; 24285
17090 0 0	18945 0 0	; 24286
18946 0 1	18947 0 1	; 24287
17094 0 1	18948 0 0	; 24288
18949 0 0	18950 0 1	; 24289
18912 0 1	18951 0 0	; 24290
17098 0 1	18944 0 0	; 24291
17100 0 1	18952 0 0	; 24292
18920 0 1	18953 0 1	; 24293
17101 0 1	18942 0 0	; 24294
17102 0 1	18942 0 0	; 24295
18952 0 0	18954 0 1	; 24296
17104 0 1	18955 0 0	; 24297
17105 0 1	18956 0 0	; 24298
17106 0 1	18957 0 0	; 24299
18920 0 1	18935 0 1	; 24300
17107 0 1	18944 0 0	; 24301
17109 0 1	18958 0 0	; 24302
18959 0 1	18960 0 1	; 24303
16514 0 1	18961 0 0	; 24304
18932 0 1	18962 0 1	; 24305
17058 0 1	18961 0 0	; 24306
18932 0 1	18963 0 1	; 24307
17074 0 1	18944 0 0	; 24308
18912 0 1	18964 0 1	; 24309
18965 0 0	18966 0 1	; 24310
18967 0 0	18968 0 0	; 24311
17048 0 1	18944 0 0	; 24312
18926 0 1	18969 0 1	; 24313
17054 0 1	18970 0 0	; 24314
18971 0 1	18972 0 1	; 24315
17054 0 1	18944 0 0	; 24316
18912 0 1	18973 0 1	; 24317
17064 0 1	18955 0 0	; 24318
18953 0 1	18974 0 1	; 24319
18975 0 0	18976 0 1	; 24320
18930 0 1	18977 0 0	; 24321
18976 0 1	18978 0 0	; 24322
18930 0 1	18979 0 0	; 24323
17054 0 1	18980 0 0	; 24324
18912 0 1	18981 0 1	; 24325
17064 0 1	18942 0 0	; 24326
18921 0 1	18982 0 1	; 24327
18924 0 1	18983 0 1	; 24328
17132 0 1	18952 0 0	; 24329
18984 0 1	18985 0 1	; 24330
18912 0 1	18986 0 1	; 24331
17136 0 1	18987 0 0	; 24332
18988 0 1	18989 0 1	; 24333
17113 0 1	18990 0 0	; 24334
18911 0 1	18991 0 1	; 24335
18956 0 0	18992 0 1	; 24336
18920 0 1	18993 0 1	; 24337
17074 0 1	18980 0 0	; 24338
18911 0 1	18994 0 1	; 24339
17147 0 0	18995 0 0	; 24340
18996 0 0	18997 0 1	; 24341
18998 0 1	18999 0 0	; 24342
19000 0 0	19001 0 0	; 24343
18911 0 1	19002 0 1	; 24344
17064 0 1	18952 0 0	; 24345
18920 0 1	19003 0 1	; 24346
18920 0 1	19004 0 1	; 24347
18920 0 1	19005 0 1	; 24348
18920 0 1	19006 0 1	; 24349
18920 0 1	19007 0 1	; 24350
18920 0 1	19008 0 1	; 24351
18920 0 1	19009 0 1	; 24352
18920 0 1	19010 0 1	; 24353
19011 0 0	19012 0 1	; 24354
19013 0 1	19014 0 1	; 24355
19015 0 0	19016 0 1	; 24356
19017 0 0	19018 0 1	; 24357
19016 0 1	19019 0 0	; 24358
19020 0 0	19021 0 1	; 24359
19016 0 1	19022 0 0	; 24360
19023 0 0	19024 0 1	; 24361
19016 0 1	19025 0 0	; 24362
19024 0 1	19026 0 0	; 24363
19027 0 0	19028 0 1	; 24364
19029 0 1	19030 0 1	; 24365
19016 0 1	19031 0 0	; 24366
19017 0 0	19032 0 1	; 24367
19028 0 1	19033 0 0	; 24368
19021 0 1	19034 0 0	; 24369
19028 0 1	19035 0 0	; 24370
19036 0 0	19037 0 1	; 24371
19038 0 1	19039 0 1	; 24372
19028 0 1	19040 0 0	; 24373
19041 0 0	19042 0 1	; 24374
19043 0 1	19044 0 1	; 24375
19045 0 0	19046 0 1	; 24376
19047 0 0	19048 0 1	; 24377
19049 0 0	19050 0 1	; 24378
19049 0 0	19051 0 1	; 24379
19052 0 0	19053 0 1	; 24380
19054 0 0	19055 0 1	; 24381
19056 0 0	19057 0 1	; 24382
19049 0 0	19058 0 1	; 24383
19059 0 0	19060 0 1	; 24384
19018 0 1	19061 0 0	; 24385
19054 0 0	19062 0 1	; 24386
19054 0 0	19063 0 1	; 24387
19054 0 0	19064 0 1	; 24388
19052 0 0	19065 0 0	; 24389
19054 0 0	19066 0 1	; 24390
19067 0 0	19068 0 1	; 24391
19054 0 0	19069 0 1	; 24392
19070 0 0	19071 0 1	; 24393
19017 0 0	19044 0 1	; 24394
19072 0 0	19073 0 1	; 24395
19074 0 0	19075 0 1	; 24396
19024 0 1	19049 0 0	; 24397
19018 0 1	19076 0 0	; 24398
19016 0 1	19049 0 0	; 24399
19018 0 1	19077 0 0	; 24400
19078 0 0	19079 0 1	; 24401
19039 0 1	19080 0 1	; 24402
19018 0 1	19081 0 0	; 24403
19021 0 1	19049 0 0	; 24404
19032 0 1	19082 0 0	; 24405
19018 0 1	19083 0 0	; 24406
19016 0 1	19084 0 0	; 24407
19032 0 1	19085 0 0	; 24408
19028 0 1	19054 0 0	; 24409
19030 0 1	19086 0 0	; 24410
19028 0 1	19067 0 0	; 24411
19030 0 1	19087 0 0	; 24412
19030 0 1	19088 0 0	; 24413
19039 0 1	19089 0 0	; 24414
19030 0 1	19090 0 0	; 24415
19016 0 1	19052 0 0	; 24416
19032 0 1	19091 0 0	; 24417
19030 0 1	19092 0 0	; 24418
19049 0 0	19093 0 1	; 24419
19094 0 0	19095 0 1	; 24420
18148 0 0	19096 0 1	; 24421
19097 0 0	19098 0 1	; 24422
19024 0 1	19070 0 0	; 24423
19017 0 0	19099 0 1	; 24424
19029 0 1	19100 0 1	; 24425
19017 0 0	19101 0 1	; 24426
19029 0 1	19102 0 1	; 24427
14729 0 0	19103 0 0	; 24428
14730 0 0	19104 0 1	; 24429
19017 0 0	19105 0 1	; 24430
19029 0 1	19106 0 1	; 24431
19029 0 1	19107 0 1	; 24432
19029 0 1	19108 0 1	; 24433
19029 0 1	19109 0 1	; 24434
19029 0 1	19110 0 1	; 24435
19029 0 1	19111 0 1	; 24436
19029 0 1	19112 0 1	; 24437
19017 0 0	19113 0 1	; 24438
14811 0 0	19114 0 0	; 24439
14813 0 0	15678 0 0	; 24440
13796 0 0	19115 0 0	; 24441
19116 0 0	19117 0 0	; 24442
14811 0 0	19118 0 0	; 24443
14823 0 1	19119 0 0	; 24444
19118 0 0	19120 0 0	; 24445
19121 0 0	19122 0 1	; 24446
19119 0 0	19123 0 0	; 24447
14832 0 0	19118 0 0	; 24448
14836 0 0	19124 0 0	; 24449
19116 0 0	19119 0 0	; 24450
14836 0 0	19125 0 0	; 24451
14836 0 0	19126 0 1	; 24452
13555 0 0	19127 0 0	; 24453
13792 0 1	19117 0 0	; 24454
14836 0 0	19128 0 0	; 24455
14859 0 0	19129 0 0	; 24456
13803 0 0	19130 0 0	; 24457
14836 0 0	19131 0 0	; 24458
14836 0 0	19132 0 0	; 24459
14836 0 0	19133 0 0	; 24460
14836 0 0	19134 0 0	; 24461
14823 0 1	19135 0 0	; 24462
14836 0 0	19118 0 0	; 24463
14846 0 0	19119 0 0	; 24464
19119 0 0	19136 0 0	; 24465
13555 0 0	19137 0 0	; 24466
13814 0 0	19138 0 0	; 24467
14852 0 0	19119 0 0	; 24468
14833 0 0	19139 0 0	; 24469
19140 0 0	19141 0 0	; 24470
14859 0 0	19142 0 0	; 24471
19130 0 0	19143 0 0	; 24472
14856 0 1	19119 0 0	; 24473
14857 0 0	19119 0 0	; 24474
14836 0 0	19115 0 0	; 24475
19116 0 0	19144 0 0	; 24476
14823 0 1	19145 0 1	; 24477
14823 0 1	19146 0 1	; 24478
14823 0 1	19147 0 0	; 24479
14823 0 1	19148 0 0	; 24480
14833 0 0	19149 0 1	; 24481
14827 0 0	19150 0 0	; 24482
14823 0 1	19151 0 0	; 24483
14823 0 1	19152 0 1	; 24484
14823 0 1	19153 0 0	; 24485
14823 0 1	19154 0 0	; 24486
14823 0 1	19155 0 0	; 24487
19156 0 1	19157 0 0	; 24488
19158 0 1	19159 0 0	; 24489
19160 0 1	19161 0 0	; 24490
19162 0 1	19163 0 0	; 24491
19161 0 0	19164 0 1	; 24492
19161 0 0	19165 0 1	; 24493
19161 0 0	19166 0 1	; 24494
19161 0 0	19167 0 1	; 24495
19161 0 0	19168 0 1	; 24496
19161 0 0	19169 0 1	; 24497
19170 0 0	19171 0 0	; 24498
19172 0 1	19173 0 0	; 24499
19174 0 0	19175 0 0	; 24500
19176 0 1	19177 0 1	; 24501
19178 0 0	19179 0 0	; 24502
19180 0 0	19181 0 0	; 24503
19171 0 0	19182 0 0	; 24504
19183 0 0	19184 0 0	; 24505
19185 0 0	19186 0 0	; 24506
19161 0 0	19187 0 0	; 24507
19188 0 1	19189 0 0	; 24508
19190 0 1	19191 0 0	; 24509
19192 0 0	19193 0 0	; 24510
19163 0 0	19194 0 1	; 24511
19195 0 0	19196 0 0	; 24512
19197 0 0	19198 0 0	; 24513
19195 0 0	19199 0 0	; 24514
19197 0 0	19200 0 1	; 24515
19197 0 0	19201 0 1	; 24516
19197 0 0	19202 0 0	; 24517
19195 0 0	19203 0 0	; 24518
19204 0 0	19205 0 0	; 24519
19177 0 1	19206 0 1	; 24520
19207 0 0	19208 0 0	; 24521
19209 0 1	19210 0 1	; 24522
19207 0 0	19211 0 0	; 24523
19195 0 0	19212 0 0	; 24524
19172 0 1	19213 0 0	; 24525
19195 0 0	19214 0 0	; 24526
19195 0 0	19215 0 0	; 24527
19172 0 1	19216 0 0	; 24528
19197 0 0	19217 0 0	; 24529
19162 0 1	19218 0 0	; 24530
19219 0 1	19220 0 0	; 24531
19221 0 1	19222 0 0	; 24532
19161 0 0	19192 0 0	; 24533
19163 0 0	19223 0 1	; 24534
19161 0 0	19197 0 0	; 24535
19163 0 0	19224 0 1	; 24536
19163 0 0	19225 0 1	; 24537
19171 0 0	19195 0 0	; 24538
19173 0 0	19226 0 1	; 24539
19163 0 0	19227 0 1	; 24540
19163 0 0	19228 0 1	; 24541
19163 0 0	19229 0 1	; 24542
19173 0 0	19230 0 1	; 24543
19204 0 0	19231 0 0	; 24544
19232 0 1	19233 0 0	; 24545
19186 0 0	19195 0 0	; 24546
19213 0 0	19234 0 1	; 24547
19184 0 0	19197 0 0	; 24548
19218 0 0	19235 0 1	; 24549
19179 0 0	19195 0 0	; 24550
19173 0 0	19236 0 1	; 24551
19207 0 0	19237 0 0	; 24552
19210 0 1	19238 0 0	; 24553
19207 0 0	19239 0 0	; 24554
19210 0 1	19240 0 0	; 24555
19181 0 0	19197 0 0	; 24556
19163 0 0	19241 0 1	; 24557
19242 0 1	19243 0 0	; 24558
19244 0 1	19245 0 0	; 24559
19192 0 0	19246 0 0	; 24560
19194 0 1	19247 0 0	; 24561
19172 0 1	19248 0 0	; 24562
19162 0 1	19249 0 0	; 24563
19172 0 1	19250 0 0	; 24564
19162 0 1	19251 0 0	; 24565
19172 0 1	19252 0 0	; 24566
19162 0 1	19253 0 0	; 24567
19172 0 1	19254 0 0	; 24568
19172 0 1	19255 0 0	; 24569
19172 0 1	19256 0 0	; 24570
19172 0 1	19257 0 0	; 24571
19172 0 1	19258 0 0	; 24572
19195 0 0	19259 0 0	; 24573
19172 0 1	19260 0 0	; 24574
19172 0 1	19261 0 0	; 24575
19262 0 0	19263 0 0	; 24576
19264 0 1	19265 0 0	; 24577
19266 0 1	19267 0 0	; 24578
19268 0 1	19269 0 0	; 24579
19267 0 0	19270 0 1	; 24580
19267 0 0	19271 0 1	; 24581
19267 0 0	19272 0 1	; 24582
19267 0 0	19273 0 1	; 24583
19267 0 0	19274 0 1	; 24584
19267 0 0	19275 0 1	; 24585
19276 0 1	19277 0 0	; 24586
19278 0 1	19279 0 0	; 24587
19280 0 1	19281 0 0	; 24588
19282 0 0	19283 0 0	; 24589
19284 0 1	19285 0 0	; 24590
19267 0 0	19286 0 1	; 24591
19287 0 1	19288 0 0	; 24592
19267 0 0	19289 0 1	; 24593
19288 0 0	19290 0 1	; 24594
19267 0 0	19291 0 1	; 24595
19292 0 0	19293 0 0	; 24596
19294 0 0	19295 0 0	; 24597
19296 0 1	19297 0 1	; 24598
19298 0 0	19299 0 0	; 24599
19279 0 0	19284 0 1	; 24600
19296 0 1	19300 0 0	; 24601
19301 0 1	19302 0 1	; 24602
19296 0 1	19303 0 0	; 24603
19296 0 1	19304 0 1	; 24604
19296 0 1	19305 0 0	; 24605
15075 0 0	19306 0 0	; 24606
19307 0 1	19308 0 0	; 24607
